,  user_id,total play,Artist,genre,track
132,DE5D0BB,8.576,Young A.C.,hiphop,Jewelz On (feat. Gorilla Zoe)
133,164E0D14,48.496,ILoveMakonnen,rap,Love
134,8F6CA3C8,16.867,Солоинк Эпик,rock,Мой бог
135,9DC9AC4A,0.717074,General Ghost,rock,Nightwalker
136,D8A43003,4.676826925999993,Vivaz Danilo Secli & Santoro feat. Cesco & Puccia,dance,Zimba
137,FB7E4FD8,164.93099999999998,XUITCASECITY,pop,Famous
138,DFFAC45C,279.939,Joe Walsh,rock,Life's Been Good
139,8C1DC60F,0.0,Luisa-Sophie,pop,If You Should Ever Go (Castles Turn to Sand)
140,3444D54D,93.901,,classical,Act 2: La belle un mot
141,A88D6FC2,47.625434000000006,Axis,dance,Over You
142,A2D55C39,6.9844678680504,Psychic Ills,rock,East
143,FB911233,39.2,Violinbwoy,dub,Jah Horns Dub
144,D5EDEFF9,2.436113,Razika,pop,Første gangen om igjen
145,6E2E0DE8,0.0,Superheaven,alternative,Downswing
146,B9E511C6,1.136235,The Soup Dragons,rock,I'm Free
147,FF3683D9,93.0,cheezystack,hiphop,Lil Nigga
148,24C2E9D6,213.7860833,Night Dreamers,pop,D.i.s.c.o.
149,2DA7804D,198.112,Le French,dance,Einfach
150,3EC23561,15.0,Jeff Golub,jazz,Slinky
151,2A590CEA,0.1,Shane Dawson,soundtrack,I Am Everything
152,AAB4A313,0.0,Gym Class Heroes,hiphop,Live A Little
153,CAD83060,20.518614000000003,Il Bambino di Napoli,world,L'Italiano
154,BC72D858,386.142041,Max Him,electronic,Japanese Girl
155,B0E09AD6,35.841832000000004,Zonder,metal,hisatsinom
156,2051BDD4,203.441625,,ruspop,Будем танцевать
157,51D217C0,124.383127,,ruspop,Песенка музыкальных охотников
158,17FE875A,0.0,Alison Vardy,folk,Streets Of London / Pachelbel's Canon
159,3707FB7F,7.798272600694442,Golden Blue,dance,Brian
160,7FF5991E,41.17354725868056,Wormrot,rock,Blockhead Fuck Off
161,7092BD5,271.0,Dr Fresch,electronic,151
162,CAADEB2E,234.684082,16yrold,hiphop,Up Next
163,E7A4CE3B,119.953,Softcore Express,latin,La Cumparsita
164,F14E5BD3,46.220238,,pop,Рисунками
165,CA76CE48,149.929,LETAY,dance,Better Not to See You
166,8D1843CE,1.385,Chill Out Music 2017,pop,Hideaway [Kiesza Cover]
167,28D7995F,9.773,Tomorrowland,rock,Sunbeam
168,F29A48AC,160.731429,Michael Ganian,world,I Am in Heaven
169,8D164B1C,0.1,Сергей Дружко,shanson,Ты у меня одна
170,D32C2052,64.0,Musica para Meditar,ambient,The Dawn Chorus Of Binaural Beats
171,50E205EA,0.1,Sechem,metal,Era of Martyrs
172,A1A49369,0.0,OD Odyssey,pop,Candy
173,A276B24E,6.0,Joe Maize,hiphop,So Glad
174,7BCF1527,220.0,,dance,Rising Love
175,B45526B4,13.683,The Fire Men,rock,Hole in My Head
176,17A7CA28,3.998,Luka Sol,electronic,Unknown
177,318A2DA3,195.593,Thepour,rock,Castle
178,F0C4865D,219.0,Cantrell,hiphop,Keep Yappin
179,898C9E6F,4.1720783590105865,Aeone,new,Umbra Nihili
180,6AE3C58A,168.045,,hiphop,Freak Distrikt
181,F1BF8472,22.056,,dance,White Panda
182,C31591B3,3.793877,Jacintha,jazz,Shadow of Your Smile
183,17AA57FA,27.353,,ruspop,Капля теплоты
184,E2758511,294.50449,Rolf Zielke,jazz,In the Chains of Fate
185,5AE2A176,185.0,Chaigo,dance,Had Some Drinks
186,4D679CD8,235.171,Signs,electronic,Paper Bag
187,A93CB756,8.0,Simona,pop,Sei nell'anima
188,B4B498A8,1.535,Boundless,electronic,Carol of the Bells (Dubstep)
189,1027DE43,4.612,Dcmc,rusrap,Долго-долго
190,F773657D,0.0,Johnny Nightmare,alternative,The Gun in My Hand
191,B88C35D6,206.497936,,ruspop,Быть счастливым
192,98AB1585,64.453,Jun Takahira,pop,Kokoro No Chizu
193,3A39704F,48.68600000000001,Giorgi Latso & Anna Fedorova-Latso,classical,Sonata for Piano Four-Hands in C Major K. 521: I. Allegro
194,D15C8108,78.76338638229096,Дмитрий Дан,ruspop,Люди не ангелы
195,AEF082FF,33.64,Елена Коханова,fairytail,Вальс-шутка
196,ADF044D9,36.608,Christina Petrowska Quilico,classical,Gondola I: Gondola I
197,ED51F21B,0.0,Diamond Rio,country,I Believe
198,39FE18A3,13.921,Дата Карчава,caucasian,Птичка невеличка
199,E35B1317,0.0,Mike Teezy,hiphop,Still Have Hope (feat. Dre Murray)
200,7FB71ADE,228.36,Human Tetris,rock,Warm Memory
201,F6FDE693,0.1,Lorne,pop,Oil and Water
202,AAA0FFE6,148.27100000000002,Maxine Sullivan,jazz,How Do I Know It's Real
203,235CB089,17.624000000000002,,hiphop,
204,6986FD15,297.608,Rave Allstars,electronic,Raving With The Best
205,F27AC5A0,2.166947,Universe Infinity,hard-n-heavy,Catch of My Life
206,A9922DF4,15.324000000000002,Knoc-Turn'al,hiphop,Theme Music
207,E276AEC5,109.28,Anne Lovett,classical,Lovett: Nocturne
208,242A0F7D,162.429388,Oliver Holmes,electronic,Joystick Junkie
209,88056866,272.741,Baw,rusrap,Дай мне
210,42341B2E,0.821,,romance,Ночь светла
211,BF8AC56A,0.1,Laura Hackett Park,religious,Changes Everything
212,97BC6BEF,13.15312466666667,Ensemble Girolamo Frescobaldi,classical,Ave Maria
213,2E0B2A1F,19.681,Влад Рамм,ruspop,Мило я влюбился
214,494EBFB3,110.0,Social Hooliganz,electronic,I Want Your Soul
215,DEA6DA1C,41.78279475659723,Girlfriend,pop,Saving It Up
216,9BA73A6F,57.896381272,Madball,hardcore,Friend Or Foe
217,1440705F,1.939503,Musikkorps der Leibstandarte-SS Adolf Hitler,orchestral,Viel schwarze Vögel
218,841E8B7E,5.399373872000001,Otis Gibbs,folk,Ed's Blues (Survival)
219,5826926,24.061,Michael Waters,world,The Two Shamans
220,E128EF1A,3.1579059206648865,Michelle Lawson,pop,No Smoke
221,F7B7AE3A,0.0,Krsraga,hiphop,Hurt People
222,33C826F9,41.0,AVM,rock,I'm Not Crying Over You
223,52796231,16.575,Dino & Franco Piana Septet,jazz,Open Dialogues Suite
224,FE76AC63,0.1,,,
225,7923A3E1,275.38,,minimal,Mao Zedong
226,EC002FF5,0.0,Amos Tamam,world,Balayla
227,E6600614,504.0,Зиновий Гердт Евгений Паперный Георгий Кишко Андрей Поддубинский Матвей Марголес Джаз-ансамбль Киевского театра эстрады п/у Александра Шаповала,fairytail,Приключения капитана Врунгеля: Всё Христофор Бонифатич
228,1F96C931,0.1,Baby D,rap,Get Out
229,ED976E26,64.2798947,Fitness Body Studio,latin,Izquierda Derecha
230,E8916A8D,68.057,Lisa Hake,folk,Gold Dust Kid
231,B588C0B4,0.0,,film,Muppets
232,EDE6635A,37.0,OZEN Rajneesh,spiritual,Haridwar Kumbhmela
233,78D41E44,224.152882,Shapeless,rock,A Way
234,349D8116,217.408,,latin,Dale Pa'lante (Ft Pachanga)
235,41C20D32,240.979592,Angelzoom,pop,Everyone Cares
236,1F30A441,221.048,The Chicago Performers,melodic,Beauty School Dropout
237,4D567D52,220.029375,Глубокий Сон Святилище,new,Земля мечты
238,16C4098F,16.0,,rusrap,Чудная долина
239,F6E548D2,316.0,Obscurity,rock,Bergischer Hammer
240,4187CA0E,2.350881,David Noise,pop,Love
241,29B84564,3.827,ТУ-134,ruspop,Где же он бродяга
242,B30A1613,80.642,Ciatuzza,world,Madonna ch'era àutu lu suli
243,EC2C2D4C,46.56100000000001,No Pulse,electronic,Harley Quinn 2017
244,3AC868FE,0.0,Purple Haze,dance,The Hyll
245,BFBBBF8E,0.0,,dance,Panache
246,EAC2FD84,1.472,Corey Crowder,pop,Leaving You
247,8E2B511,18.003328,Griffin & Flint,pop,Sweater Weather
248,53F8E76C,0.0,Touch Sensitive,dance,Pizza Guy
249,DD55E0DC,16.0,Warpboy,pop,Mot
250,5F6864A,0.1,Taiko,dubstep,Clones
251,2CF08796,223.399167,Andrew Hewitt,miscellaneous,The Double Theme
252,63D2A91A,0.0,Steven Force,trance,Like a Shadow
253,422EF164,1.203461,NO.TnX,rock,Napoli violenta
254,F227BFC0,0.0,Joe Buffardi & Rainer Freytag,rock,Margot's Song
255,1D6B7454,41.0,S@thal,hiphop,Хочу к тебе
256,54A859CF,256.522,The Slow Revolt,electronic,Never Get Close
257,DFDD3C94,4.047,Dark Dance Times Two Times,electronic,Pilfer
258,39D06765,250.58900000000003,Charles Wayne,hiphop,Start It Up (feat. Mob Royalle)
259,3BAD3537,28.954,Ирина Дубцова,ruspop,Свадебная
260,9200CD1F,160.104458,The Love Affair,rock,Satisfaction Guaranteed
261,5630A487,1.000499,Noisered,dance,Sexy Bitch
262,A15D0FD2,183.614,Авіатор,pop,Рыжая
263,2D6FC421,17.850434173,Underworld,rock,Café Del Mar
264,75812FC5,42.54699679334917,Compuphonic,dance,Sunset
265,750A54F3,298.655,Silvia Harnisch,classical,La Poule
266,9D387424,236.054,Kunto Aji,pop,Mercusuar
267,21D57F83,147.226122,Milla Jovovich,pop,In A Glade
268,120716FB,226.887596,The L.A. Fitness Crew,dance,Groovejet (If This Ain't Love)
269,6532140A,39.69689134166634,Keenan O'Meara,rock,Might as Well Swim
270,BD68E917,0.1,Doug Stanhope,comedy,A Reputation For Violence
271,B0FF2C29,4.256,Theta Frequency,electronic,Techno-Criminal Subcultures - THETA FREQ.
272,B7C3AAD2,187.895,Wilson Kriminal,reggae,Ron Con Reggaeton [feat. Los Rabanes]
273,FE76AC63,0.1,,,
274,3E587E1F,3.145,Chris Irvine,pop,Frozen Rivers
275,BEB8E6C1,156.0,Sergei Ardzinba,country,Sen Gelmez Oldun
276,43F55BF4,18.841410656,DJ Matisse,world,Seminaire
277,8F3B18F0,0.0,Violy,,Ti Credo
278,88ED7165,206.628571,,deep,In The City
279,95AC0795,0.1,Lazy Bear,deep,Away From Me
280,C09080C7,252.48,Selofan,rock,Give Me a Reason
281,C47FB42E,27.925290000000004,Deutschland sucht den Superstar,pop,We Have a Dream
282,311AC70F,0.0,Reginaldo Rossi,mpb,Pegou Fogo na Caixa D'Água
283,E39E2ED1,0.1,Vera Badings,classical,Danses for Harp and Orchestra L.103
284,30F9E89B,50.101703232000006,20 Fingers,pop,Short Dick Man
285,13274A2D,295.079,,pop,Double Face
286,B482A9F2,369.21,,techno,Scary noise
287,E773B795,48.319,Maffei Nack,electronic,Take My Bass
288,A0998808,6.154,Robin S R.O.N.N. & Ron Carroll,dance,So Alive
289,F50E3E6F,407.95425,Metalord,rock,A Way Out
290,17CA0883,3.653,Fontana,dance,Pow Pow Pow
291,F50650CD,3.192778,lojii,hiphop,dutti
292,A062B34E,16.814683329113933,Sally Ford,jazz,Shingaling Shingaling
293,B43CD337,0.1,Raggae Tom,reggaeton,Gasolina
294,F9CBB0CD,383.320816,,classical,Cello Concerto  No. 1 in C Hob. VIIb:1: III.  Allegro molto
295,3C46E5A2,0.0,Jocelyn Brown,rnb,Get Down Saturday Night
296,7CD20923,118.08,,pop,Blue Bird
297,9C25DCE,1.0,Breaking the Boundaries & Abdulrahman Mohammed,singer,Ya Mn Hawah
298,DE584C50,219.103,,jazz,How insensitive
299,40A2EFEF,224.026122,The Hubba,classical,Jasmin in G Lydian (D Major)
300,46E2F72C,690.076735,Pato Banton,pop,Gwarn!
301,E2430517,11.267,Le stanze di Federico,pop,Quello che resta della notte
302,51C451F5,8.0,Steve Everett,pop,Heartbreaker
303,5D60E7DE,275.43507900000003,Bruderschaft,electronic,Forever
304,F6680D74,1.0,Hit The Button Karaoke,karaoke,El Baño
305,35655AD0,4.995,Giaime,hiphop,Jay-Z & Beyoncè
306,EA060D2E,356.0,Riverside People,electronic,Fantasy Dancing
307,2C48172,2.0,Mazhar Alanson,rock,Güllerin İçinden
308,92BBD75A,118.322,Marina Wisnik,world,Dezesseis
309,9A54810B,242.782041,The Scary Gang,children,We Love Halloween
310,E8072C3C,152.067,La Malice,world,Where Is My Mind
311,DC2DA22C,194.0,Привет Arisha,ruspop,Всё остальное потом
312,5BC172AD,25.938,Clicks,electronic,We'll Be Fine
313,B771AC89,6.471927,Harry Tally,pop,Come Josephine in My Flying Machine
314,84CA1E6D,0.1,Simon Says,rock,The Needle's Eye
315,FDED8314,7.227726,Karlene Bartolo,spiritual,Lord I Come Unto You
316,5E2032B,181.61,Hotel 17,ruspop,Лето
317,AAFC64CB,186.641,Jessica Lea Mayfield,adult,Our Hearts Are Wrong
318,A42317B,4.613,Mark Hollis,pop,The Colour Of Spring
319,B6FE3CAD,316.36,Tha Dogg Pound,western,Xmas Seasons
320,16FB8F0E,104.414,All Get Out,indie,Orchestra
321,F88B9B25,0.1,Leit-Motiv,electronic,You're My Heart You're My Soul (Euro Style)
322,2FECA861,36.166726,ИлГэрэй,pop,Мизгел сыман
323,30B680B3,0.1,Dip Haus,dance,Chrome
324,F19B6DD9,2.0,Lamliki,dance,Nowhere
325,BDA2BEEA,174.419592,,hiphop,All My Bitches
326,CE3EF9F3,20.0,,jazz,Gotta See Baby Tonight
327,AA837DAD,188.0,Erann DD,pop,Love You More And More
328,D1E301DE,16.973,Los Costeños Del Pacifico,latin,Toro Pinto
329,6EDC12C0,405.956984,Kayah,pop,Dzielę na pół
330,7DEA4AD0,0.0,Mother Nature Sound FX,ambient,Peaceful Spirit
331,4A21BF6D,162.664458,Владимир Неплюев,ruspop,Ты успокой меня
332,D544966E,161.350495,The Rolling Stones,rock,We Love You
333,76E38EC4,0.0,BJ Moodswing,religious,Thank You Lord
334,C69D5044,0.1,The Anarchist Bikers,rock,Crimson and Clover
335,AA03129C,104.91,New composers,electronic,Sputnik of Life
336,6670EBC3,2.195168,Oregon Guitar Quartet,classical,Keyboard Concerto in C Major BWV 1061: III. Fugue
337,516E1B6E,0.0,Ray Brown,jazz,Sister Sadie
338,85D8EE0E,4.245012304166666,Caravan Ray,electronic,Tired of Talking
339,3A51F385,4.390159799999972,,psychedelic,Blue Dream
340,F7F207CD,0.0,DJ Bam Bam,electronic,Base Banging
341,593EC660,234.213878,Graves,grime,Stay Up
342,B224EFBB,222.632,Zarif,world,Box of Secrets
343,6EAB7274,206.576,Kodes,rock,Yeraltı Ordusu
344,CFD77719,0.0,Street Drugs DTLA,rock,How's the World Look Today?
345,D998AACE,3.467,FLAVATROY,hiphop,Never Fold
346,88B799E,89.0,Lin Jiang,classical,Mozart: Horn Concerto No.3 in E flat K.447 - 2. Romanza: Larghetto
347,97D7AD89,1.40186,Bill Trieshmann,dance,Passing Through
348,DEB20566,292.702042,,jazz,The Captain of Her Heart
349,8EB4AAA2,14.21424,Pep's Lemon,pop,Libertango
350,4D54FA05,1.946,Марк-Антуан Шарпантье,classical,Pastorale La Couronne de fleur: Air Instrumental
351,CEB62771,0.1,Electric Electric,alternative,Discipline
352,72089752,5.711,Michelle Vickie,pop,Rang Yi Rang
353,EB12E103,48.0,Eddie Matthews,country,Shenadoah
354,FAD8622,2.881,Benjamin Lazar Davis,alternative,A Love Song Seven Ways
355,2E2F721B,0.0,Nathan Barr,soundtrack,The Reset Button
356,990DFC75,14.172340492216447,Close Enough,rock,Frailty
357,4B210CF9,0.1,,,
358,22587857,95.98839,The Japanese House,alternative,Follow My Girl
359,863464E7,0.1,KRS One,,Underground
360,68BF18C0,268.001,Etherwood,dance,Souls Rejoined
361,F748FB77,0.1,,world,Tum Bin Jeevan Kaise Beeta
362,FEAF287F,0.1,Buck Rogers,electronic,Bounce (feat. Imagine This)
363,730DDE68,189.0,Norman Ball,country,Kill the Lights
364,D1AF4158,1.931567,Beat-Boy,electronic,Roof Is On Fire
365,75C1DADC,6.956307912152764,Nuclear Fuel,electronic,She's a Winner
366,FB7104D,0.1,Gayane Danielyan,pop,Garnan Mek Or
367,4D8CF321,10.064,CVIRO,electronic,Sober
368,D2BD6EEF,3.209538,Dirtbag Love Affair,rock,Jetson (Such a Cliche)
369,2EDF28FC,14.0,Vedo,rnb,Touch You Kiss You
370,270D5B2C,216.56,BRUTTO,alternative,Годзе
371,4D31F53A,64.0261,Rain Sounds & Nature Sounds,ambient,Rain On Concrete
372,CF29C98C,0.5108390022675737,Aaron Sledge,pop,2nite
373,490933B9,0.1,,deep,Под ультрафиолетом
374,C46C9D38,250.0,Rim'K,hiphop,Harraga
375,4E73BBBF,7.177967999999999,Jeff Baxter,rock,Breathe (In The Air)
376,CEF63537,281.182041,Datsik,electronic,Galvanize
377,24B5B85,5.56,Yoga Buzz,new,Tender Surrender
378,E9170B17,7.687,Lacquer,pop,Go With The Flow
379,36EFD5CB,1.555,,pop,All Or Nothing
380,8D31F1F6,11.282286313888896,KENGO,electronic,Summer Love
381,CFE6BA25,2.684,DJ Guru,dance,Lento
382,A2014283,253.8458249039664,Bambozza,ruspop,Пионерская задорная
383,D84B9579,1.0,Lil Kano,christian,Number
384,7EB5C3DD,606.0,Christian Sands,jazz,Syl-O-Gism
385,A163A7DA,253.178776,Fashionation,dance,Mojito House
386,28ECCF18,0.0,,,
387,1DD62F21,0.0,,hiphop,Черта
388,E52559E8,225.462,Skratch Off,hiphop,2 Da Syde
389,591A09A4,217.0775416,Pat Lok,dance,WYG (4 ME) [VIP]
390,63F44221,1.4069999999999998,,pop,
391,303E7963,161.657,Red Death,extrememetal,Formidable Darkness
392,57BFC448,50.191,Give Me A Reason,rock,Dear Weekend
393,41A213D1,1.919,,pop,Seoul
394,9D968608,162.262,Jonny Mathis,miscellaneous,White Christmas
395,4F5BE5D5,467.278367,,trance,Love Forever
396,76E4E92D,372.239,JP Bates,electronic,Quarantine
397,A30F3DB8,251.951,Музыка для сосредоточения,instrumental,Шум воды
398,CE0E95,202.004898,The Panic Division,,Legacy
399,CF9F1BA1,0.967172,Sistars,pop,Inspirations
400,BA0C0137,9.6894319555226,Lyle Mays,jazz,Close To Home
401,902A58BE,530.834275,Academy of St. Martin in the Fields Sir Neville Marriner,classical,Symphony No. 2 Op.73 D Major: Allegro Con Spirito
402,2C9D272C,234.083265,Shields,metal,It's Killing Me
403,4CD36BD5,4.271574,Borja Morán,classical,La Nevada
404,B86A976D,8.702589999999999,New York Symphony Orchestra And Chorale,holiday,Here We Come A-Wassailing
405,C1D4F27E,150.572,,dance,The Other Side of the Mirror
406,7F77F050,111.398,,jazz,
407,D3D516FC,402.729796,Panda Dub,electronic,Shankara
408,FDDA9F81,0.1,Leslie Tay,pop,12 år
409,156FF0A6,8.613999999999999,2Hat,,She Bad Girl
410,7F111A14,62.016000000000005,Judas Iscariot,rock,With Lust and Murder for Our Drink
411,FE76AC63,0.1,,,
412,845EAF50,375.04,Bunny X,electronic,I Never Wanted to Say Goodbye
413,CAF1BC36,201.508548,Aza feat. Adrian Sina,pop,Mai iubeste-ma o data
414,DF21D615,84.053,Pyöveli,metal,Speed Metal Attack
415,F748FB77,35.928000000000004,Husnlal - Bhagatram,world,Kismat Bigdi Duniya Badli Pt. 1
416,C6CC768A,0.1,Openhill,electronic,Everybody Trance Now
